"","GENEID","TXCHROM"
"1903","YFL056C","chrVI"
"1904","YFL057C","chrVI"
"1905","YFL058W","chrVI"
"1906","YFL059W","chrVI"
"1907","YFL060C","chrVI"
"1908","YFL061W","chrVI"
"1909","YFL062W","chrVI"
"1910","YFL067W","chrVI"
"1911","YFR001W","chrVI"
"1912","YFR002W","chrVI"
"1913","YFR003C","chrVI"
"1914","YFR004W","chrVI"
"1915","YFR005C","chrVI"
"1916","YFR006W","chrVI"
"1917","YFR007W","chrVI"
"1918","YFR008W","chrVI"
"1919","YFR009W","chrVI"
"1920","YFR010W","chrVI"
"1921","YFR010W-A","chrVI"
"1922","YFR011C","chrVI"
"1923","YFR012W","chrVI"
"1924","YFR012W-A","chrVI"
"1925","YFR013W","chrVI"
"1926","YFR014C","chrVI"
"1927","YFR015C","chrVI"
"1928","YFR016C","chrVI"
"1929","YFR017C","chrVI"
"1930","YFR018C","chrVI"
"1931","YFR019W","chrVI"
"1932","YFR020W","chrVI"
"1933","YFR021W","chrVI"
"1934","YFR022W","chrVI"
"1935","YFR023W","chrVI"
"1936","YFR024C-A","chrVI"
"1937","YFR025C","chrVI"
"1938","YFR026C","chrVI"
"1939","YFR027W","chrVI"
"1940","YFR028C","chrVI"
"1941","YFR029W","chrVI"
"1942","YFR030W","chrVI"
"1943","YFR031C","chrVI"
"1944","YFR031C-A","chrVI"
"1945","YFR032C","chrVI"
"1947","YFR032C-B","chrVI"
"1948","YFR033C","chrVI"
"1949","YFR034C","chrVI"
"1950","YFR034W-A","chrVI"
"1951","YFR035C","chrVI"
"1952","YFR036W","chrVI"
"1953","YFR036W-A","chrVI"
"1954","YFR037C","chrVI"
"1955","YFR038W","chrVI"
"1956","YFR039C","chrVI"
"1957","YFR040W","chrVI"
"1958","YFR041C","chrVI"
"1959","YFR042W","chrVI"
"1960","YFR043C","chrVI"
"1961","YFR044C","chrVI"
"1962","YFR045W","chrVI"
"1963","YFR046C","chrVI"
"1964","YFR047C","chrVI"
"1965","YFR048W","chrVI"
"1966","YFR049W","chrVI"
"1967","YFR050C","chrVI"
"1968","YFR051C","chrVI"
"1970","YFR052W","chrVI"
"1971","YFR053C","chrVI"
"1972","YFR054C","chrVI"
"1973","YFR055W","chrVI"
"1974","YFR056C","chrVI"
"1975","YFR057W","chrVI"
"1976","YGL001C","chrVII"
"1977","YGL002W","chrVII"
"1978","YGL003C","chrVII"
"1979","YGL004C","chrVII"
"1980","YGL005C","chrVII"
"1981","YGL006W","chrVII"
"1982","YGL006W-A","chrVII"
"1983","YGL007C-A","chrVII"
"1984","YGL007W","chrVII"
"1985","YGL008C","chrVII"
"1986","YGL009C","chrVII"
"1987","YGL010W","chrVII"
"1988","YGL011C","chrVII"
"1989","YGL012W","chrVII"
"1990","YGL013C","chrVII"
"1991","YGL014W","chrVII"
"1992","YGL015C","chrVII"
"1993","YGL016W","chrVII"
"1994","YGL017W","chrVII"
"1995","YGL018C","chrVII"
"1996","YGL019W","chrVII"
"1997","YGL020C","chrVII"
"1998","YGL021W","chrVII"
"1999","YGL022W","chrVII"
"2000","YGL023C","chrVII"
"2001","YGL024W","chrVII"
"2002","YGL025C","chrVII"
"2003","YGL026C","chrVII"
"2004","YGL027C","chrVII"
"2005","YGL028C","chrVII"
"2006","YGL029W","chrVII"
"2007","YGL030W","chrVII"
"2008","YGL031C","chrVII"
"2009","YGL032C","chrVII"
"2010","YGL033W","chrVII"
"2011","YGL034C","chrVII"
"2012","YGL035C","chrVII"
"2013","YGL036W","chrVII"
"2014","YGL037C","chrVII"
"2015","YGL038C","chrVII"
"2016","YGL039W","chrVII"
"2017","YGL040C","chrVII"
"2018","YGL041C-B","chrVII"
"2019","YGL041W-A","chrVII"
"2020","YGL042C","chrVII"
"2021","YGL043W","chrVII"
"2022","YGL044C","chrVII"
"2023","YGL045W","chrVII"
"2024","YGL047W","chrVII"
"2025","YGL048C","chrVII"
"2026","YGL049C","chrVII"
"2027","YGL050W","chrVII"
"2028","YGL051W","chrVII"
"2030","YGL053W","chrVII"
"2031","YGL054C","chrVII"
"2032","YGL055W","chrVII"
"2033","YGL056C","chrVII"
"2034","YGL057C","chrVII"
"2035","YGL058W","chrVII"
"2036","YGL059W","chrVII"
"2037","YGL060W","chrVII"
"2038","YGL061C","chrVII"
"2039","YGL062W","chrVII"
"2040","YGL063W","chrVII"
"2041","YGL064C","chrVII"
"2042","YGL065C","chrVII"
"2043","YGL066W","chrVII"
"2044","YGL067W","chrVII"
"2045","YGL068W","chrVII"
"2046","YGL070C","chrVII"
"2047","YGL071W","chrVII"
"2048","YGL072C","chrVII"
"2049","YGL073W","chrVII"
"2050","YGL074C","chrVII"
"2051","YGL075C","chrVII"
"2052","YGL076C","chrVII"
"2053","YGL077C","chrVII"
"2054","YGL078C","chrVII"
"2055","YGL079W","chrVII"
"2056","YGL080W","chrVII"
"2057","YGL081W","chrVII"
"2058","YGL082W","chrVII"
"2059","YGL083W","chrVII"
"2060","YGL084C","chrVII"
"2061","YGL085W","chrVII"
"2062","YGL086W","chrVII"
"2063","YGL087C","chrVII"
"2064","YGL088W","chrVII"
"2065","YGL089C","chrVII"
"2066","YGL090W","chrVII"
"2067","YGL091C","chrVII"
"2068","YGL092W","chrVII"
"2069","YGL093W","chrVII"
"2070","YGL094C","chrVII"
"2071","YGL095C","chrVII"
"2072","YGL096W","chrVII"
"2073","YGL097W","chrVII"
"2074","YGL098W","chrVII"
"2075","YGL099W","chrVII"
"2076","YGL100W","chrVII"
"2077","YGL101W","chrVII"
"2078","YGL102C","chrVII"
"2079","YGL103W","chrVII"
"2080","YGL104C","chrVII"
"2081","YGL105W","chrVII"
"2082","YGL106W","chrVII"
"2083","YGL107C","chrVII"
"2084","YGL108C","chrVII"
"2085","YGL109W","chrVII"
"2086","YGL110C","chrVII"
"2087","YGL111W","chrVII"
"2088","YGL112C","chrVII"
"2089","YGL113W","chrVII"
"2090","YGL114W","chrVII"
"2091","YGL115W","chrVII"
"2092","YGL116W","chrVII"
"2093","YGL117W","chrVII"
"2094","YGL118C","chrVII"
"2095","YGL119W","chrVII"
"2096","YGL120C","chrVII"
"2097","YGL121C","chrVII"
"2098","YGL122C","chrVII"
"2099","YGL123W","chrVII"
"2100","YGL124C","chrVII"
"2101","YGL125W","chrVII"
"2102","YGL126W","chrVII"
"2103","YGL127C","chrVII"
"2104","YGL128C","chrVII"
"2105","YGL129C","chrVII"
"2106","YGL130W","chrVII"
"2107","YGL131C","chrVII"
"2108","YGL132W","chrVII"
"2109","YGL133W","chrVII"
"2110","YGL134W","chrVII"
"2111","YGL135W","chrVII"
"2112","YGL136C","chrVII"
"2113","YGL137W","chrVII"
"2114","YGL138C","chrVII"
"2115","YGL139W","chrVII"
"2116","YGL140C","chrVII"
"2117","YGL141W","chrVII"
"2118","YGL142C","chrVII"
"2119","YGL143C","chrVII"
"2120","YGL144C","chrVII"
"2121","YGL145W","chrVII"
"2122","YGL146C","chrVII"
"2123","YGL147C","chrVII"
"2124","YGL148W","chrVII"
"2125","YGL149W","chrVII"
"2126","YGL150C","chrVII"
"2127","YGL151W","chrVII"
"2128","YGL153W","chrVII"
"2129","YGL154C","chrVII"
"2130","YGL155W","chrVII"
"2131","YGL156W","chrVII"
"2132","YGL157W","chrVII"
"2133","YGL158W","chrVII"
"2134","YGL159W","chrVII"
"2135","YGL160W","chrVII"
"2136","YGL161C","chrVII"
"2137","YGL162W","chrVII"
"2138","YGL163C","chrVII"
"2139","YGL164C","chrVII"
"2140","YGL165C","chrVII"
"2141","YGL166W","chrVII"
"2142","YGL167C","chrVII"
"2143","YGL168W","chrVII"
"2144","YGL169W","chrVII"
"2145","YGL170C","chrVII"
"2146","YGL171W","chrVII"
"2147","YGL172W","chrVII"
"2148","YGL173C","chrVII"
"2149","YGL174W","chrVII"
"2150","YGL175C","chrVII"
"2151","YGL176C","chrVII"
"2152","YGL177W","chrVII"
"2153","YGL178W","chrVII"
"2154","YGL179C","chrVII"
"2155","YGL180W","chrVII"
"2156","YGL181W","chrVII"
"2158","YGL183C","chrVII"
"2159","YGL184C","chrVII"
"2160","YGL185C","chrVII"
"2161","YGL186C","chrVII"
"2162","YGL187C","chrVII"
"2163","YGL188C","chrVII"
"2165","YGL189C","chrVII"
"2166","YGL190C","chrVII"
"2167","YGL191W","chrVII"
"2168","YGL192W","chrVII"
"2169","YGL193C","chrVII"
"2170","YGL194C","chrVII"
"2171","YGL194C-A","chrVII"
"2172","YGL195W","chrVII"
"2173","YGL196W","chrVII"
"2174","YGL197W","chrVII"
"2175","YGL198W","chrVII"
"2176","YGL200C","chrVII"
"2177","YGL201C","chrVII"
"2178","YGL202W","chrVII"
"2179","YGL203C","chrVII"
"2180","YGL204C","chrVII"
"2181","YGL205W","chrVII"
"2182","YGL206C","chrVII"
"2183","YGL207W","chrVII"
"2184","YGL208W","chrVII"
"2185","YGL209W","chrVII"
"2186","YGL210W","chrVII"
"2187","YGL211W","chrVII"
"2188","YGL212W","chrVII"
"2189","YGL213C","chrVII"
"2190","YGL214W","chrVII"
"2191","YGL215W","chrVII"
"2192","YGL216W","chrVII"
"2193","YGL217C","chrVII"
"2194","YGL219C","chrVII"
"2195","YGL220W","chrVII"
"2196","YGL221C","chrVII"
"2197","YGL222C","chrVII"
"2198","YGL223C","chrVII"
"2199","YGL224C","chrVII"
"2200","YGL225W","chrVII"
"2201","YGL226C-A","chrVII"
"2202","YGL226W","chrVII"
"2203","YGL227W","chrVII"
"2204","YGL228W","chrVII"
"2205","YGL229C","chrVII"
"2206","YGL230C","chrVII"
"2207","YGL231C","chrVII"
"2208","YGL232W","chrVII"
"2209","YGL233W","chrVII"
"2210","YGL234W","chrVII"
"2211","YGL235W","chrVII"
"2212","YGL236C","chrVII"
"2213","YGL237C","chrVII"
"2214","YGL238W","chrVII"
"2215","YGL239C","chrVII"
"2216","YGL240W","chrVII"
"2217","YGL241W","chrVII"
"2218","YGL242C","chrVII"
"2219","YGL243W","chrVII"
"2220","YGL244W","chrVII"
"2221","YGL245W","chrVII"
"2222","YGL246C","chrVII"
"2223","YGL247W","chrVII"
"2224","YGL248W","chrVII"
"2225","YGL249W","chrVII"
"2226","YGL250W","chrVII"
"2227","YGL251C","chrVII"
"2228","YGL252C","chrVII"
"2229","YGL253W","chrVII"
"2230","YGL254W","chrVII"
"2231","YGL255W","chrVII"
"2232","YGL256W","chrVII"
"2233","YGL257C","chrVII"
"2234","YGL258W","chrVII"
"2235","YGL258W-A","chrVII"
"2236","YGL259W","chrVII"
"2237","YGL260W","chrVII"
"2238","YGL261C","chrVII"
"2239","YGL262W","chrVII"
"2240","YGL263W","chrVII"
"2241","YGR001C","chrVII"
"2242","YGR002C","chrVII"
"2243","YGR003W","chrVII"
"2244","YGR004W","chrVII"
"2245","YGR005C","chrVII"
"2246","YGR006W","chrVII"
"2247","YGR007W","chrVII"
"2248","YGR008C","chrVII"
"2249","YGR009C","chrVII"
"2250","YGR010W","chrVII"
"2252","YGR012W","chrVII"
"2253","YGR013W","chrVII"
"2254","YGR014W","chrVII"
"2255","YGR015C","chrVII"
"2256","YGR016W","chrVII"
"2257","YGR017W","chrVII"
"2258","YGR018C","chrVII"
"2259","YGR019W","chrVII"
"2260","YGR020C","chrVII"
"2261","YGR021W","chrVII"
"2262","YGR022C","chrVII"
"2263","YGR023W","chrVII"
"2264","YGR024C","chrVII"
"2265","YGR025W","chrVII"
"2266","YGR026W","chrVII"
"2267","YGR027C","chrVII"
"2268","YGR028W","chrVII"
"2269","YGR029W","chrVII"
"2270","YGR030C","chrVII"
"2271","YGR031W","chrVII"
"2272","YGR032W","chrVII"
"2273","YGR033C","chrVII"
"2274","YGR034W","chrVII"
"2275","YGR035C","chrVII"
"2276","YGR035W-A","chrVII"
"2277","YGR036C","chrVII"
"2278","YGR037C","chrVII"
"2279","YGR038W","chrVII"
"2280","YGR039W","chrVII"
"2281","YGR040W","chrVII"
"2282","YGR041W","chrVII"
"2283","YGR042W","chrVII"
"2284","YGR043C","chrVII"
"2285","YGR044C","chrVII"
"2286","YGR045C","chrVII"
"2287","YGR046W","chrVII"
"2288","YGR047C","chrVII"
"2289","YGR048W","chrVII"
"2290","YGR049W","chrVII"
"2291","YGR050C","chrVII"
"2292","YGR051C","chrVII"
"2293","YGR052W","chrVII"
"2294","YGR053C","chrVII"
"2295","YGR054W","chrVII"
"2296","YGR055W","chrVII"
"2297","YGR056W","chrVII"
"2298","YGR057C","chrVII"
"2299","YGR058W","chrVII"
"2300","YGR059W","chrVII"
"2301","YGR060W","chrVII"
"2302","YGR061C","chrVII"
"2303","YGR062C","chrVII"
"2304","YGR063C","chrVII"
"2305","YGR064W","chrVII"
"2306","YGR065C","chrVII"
"2307","YGR066C","chrVII"
"2308","YGR067C","chrVII"
"2309","YGR068C","chrVII"
"2310","YGR069W","chrVII"
"2311","YGR070W","chrVII"
"2312","YGR071C","chrVII"
"2313","YGR072W","chrVII"
"2314","YGR073C","chrVII"
"2315","YGR074W","chrVII"
"2316","YGR075C","chrVII"
"2317","YGR076C","chrVII"
"2318","YGR077C","chrVII"
"2319","YGR078C","chrVII"
"2320","YGR079W","chrVII"
"2321","YGR080W","chrVII"
"2322","YGR081C","chrVII"
"2323","YGR082W","chrVII"
"2324","YGR083C","chrVII"
"2325","YGR084C","chrVII"
"2326","YGR085C","chrVII"
"2327","YGR086C","chrVII"
"2328","YGR087C","chrVII"
"2329","YGR088W","chrVII"
"2330","YGR089W","chrVII"
"2331","YGR090W","chrVII"
"2332","YGR091W","chrVII"
"2333","YGR092W","chrVII"
"2334","YGR093W","chrVII"
"2335","YGR094W","chrVII"
"2336","YGR095C","chrVII"
"2337","YGR096W","chrVII"
"2338","YGR097W","chrVII"
"2339","YGR098C","chrVII"
"2340","YGR099W","chrVII"
"2341","YGR100W","chrVII"
"2342","YGR101W","chrVII"
"2343","YGR102C","chrVII"
"2344","YGR103W","chrVII"
"2345","YGR104C","chrVII"
"2346","YGR105W","chrVII"
"2347","YGR106C","chrVII"
"2348","YGR107W","chrVII"
"2349","YGR108W","chrVII"
"2350","YGR109C","chrVII"
"2351","YGR109W-B","chrVII"
"2352","YGR110W","chrVII"
"2353","YGR111W","chrVII"
"2354","YGR112W","chrVII"
"2355","YGR113W","chrVII"
"2356","YGR116W","chrVII"
"2357","YGR117C","chrVII"
"2358","YGR118W","chrVII"
"2359","YGR119C","chrVII"
"2360","YGR120C","chrVII"
"2361","YGR121C","chrVII"
"2362","YGR121W-A","chrVII"
"2363","YGR122C-A","chrVII"
"2364","YGR122W","chrVII"
"2365","YGR123C","chrVII"
"2366","YGR124W","chrVII"
"2367","YGR125W","chrVII"
"2368","YGR126W","chrVII"
"2369","YGR127W","chrVII"
"2370","YGR128C","chrVII"
"2371","YGR129W","chrVII"
"2372","YGR130C","chrVII"
"2373","YGR131W","chrVII"
"2374","YGR132C","chrVII"
"2375","YGR133W","chrVII"
"2376","YGR134W","chrVII"
"2377","YGR135W","chrVII"
"2378","YGR136W","chrVII"
"2380","YGR138C","chrVII"
"2381","YGR139W","chrVII"
"2382","YGR140W","chrVII"
"2383","YGR141W","chrVII"
"2384","YGR142W","chrVII"
"2385","YGR143W","chrVII"
"2386","YGR144W","chrVII"
"2387","YGR145W","chrVII"
"2388","YGR146C","chrVII"
"2389","YGR146C-A","chrVII"
"2390","YGR147C","chrVII"
"2391","YGR148C","chrVII"
"2392","YGR149W","chrVII"
"2393","YGR150C","chrVII"
"2395","YGR152C","chrVII"
"2396","YGR153W","chrVII"
"2397","YGR154C","chrVII"
"2398","YGR155W","chrVII"
"2399","YGR156W","chrVII"
"2400","YGR157W","chrVII"
"2401","YGR158C","chrVII"
"2402","YGR159C","chrVII"
"2403","YGR160W","chrVII"
"2404","YGR161C","chrVII"
"2405","YGR161W-C","chrVII"
"2406","YGR162W","chrVII"
"2407","YGR163W","chrVII"
"2408","YGR164W","chrVII"
"2409","YGR165W","chrVII"
"2410","YGR166W","chrVII"
"2411","YGR167W","chrVII"
"2412","YGR168C","chrVII"
"2413","YGR169C","chrVII"
"2414","YGR169C-A","chrVII"
"2415","YGR170W","chrVII"
"2416","YGR171C","chrVII"
"2417","YGR172C","chrVII"
"2418","YGR173W","chrVII"
"2419","YGR174C","chrVII"
"2420","YGR174W-A","chrVII"
"2421","YGR175C","chrVII"
"2422","YGR176W","chrVII"
"2423","YGR177C","chrVII"
"2424","YGR178C","chrVII"
"2425","YGR179C","chrVII"
"2426","YGR180C","chrVII"
"2427","YGR181W","chrVII"
"2428","YGR182C","chrVII"
"2429","YGR183C","chrVII"
"2430","YGR184C","chrVII"
"2431","YGR185C","chrVII"
"2432","YGR186W","chrVII"
"2433","YGR187C","chrVII"
"2434","YGR188C","chrVII"
"2435","YGR189C","chrVII"
"2436","YGR190C","chrVII"
"2437","YGR191W","chrVII"
"2438","YGR192C","chrVII"
"2439","YGR193C","chrVII"
"2440","YGR194C","chrVII"
"2441","YGR195W","chrVII"
"2442","YGR196C","chrVII"
"2443","YGR197C","chrVII"
"2444","YGR198W","chrVII"
"2445","YGR199W","chrVII"
"2446","YGR200C","chrVII"
"2447","YGR201C","chrVII"
"2448","YGR202C","chrVII"
"2449","YGR203W","chrVII"
"2450","YGR204C-A","chrVII"
"2451","YGR204W","chrVII"
"2452","YGR205W","chrVII"
"2453","YGR206W","chrVII"
"2454","YGR207C","chrVII"
"2455","YGR208W","chrVII"
"2456","YGR209C","chrVII"
"2457","YGR210C","chrVII"
"2458","YGR211W","chrVII"
"2459","YGR212W","chrVII"
"2460","YGR213C","chrVII"
"2461","YGR214W","chrVII"
"2462","YGR215W","chrVII"
"2463","YGR216C","chrVII"
"2464","YGR217W","chrVII"
"2465","YGR218W","chrVII"
"2466","YGR219W","chrVII"
"2467","YGR220C","chrVII"
"2468","YGR221C","chrVII"
"2469","YGR222W","chrVII"
"2470","YGR223C","chrVII"
"2471","YGR224W","chrVII"
"2472","YGR225W","chrVII"
"2473","YGR227W","chrVII"
"2474","YGR228W","chrVII"
"2475","YGR229C","chrVII"
"2476","YGR230W","chrVII"
"2477","YGR231C","chrVII"
"2478","YGR232W","chrVII"
"2479","YGR233C","chrVII"
"2480","YGR234W","chrVII"
"2481","YGR235C","chrVII"
"2482","YGR236C","chrVII"
"2483","YGR237C","chrVII"
"2484","YGR238C","chrVII"
"2485","YGR239C","chrVII"
"2486","YGR240C","chrVII"
"2487","YGR240C-A","chrVII"
"2488","YGR241C","chrVII"
"2489","YGR242W","chrVII"
"2490","YGR243W","chrVII"
"2491","YGR244C","chrVII"
"2492","YGR245C","chrVII"
"2493","YGR246C","chrVII"
"2494","YGR247W","chrVII"
"2495","YGR248W","chrVII"
"2496","YGR249W","chrVII"
"2497","YGR250C","chrVII"
"2498","YGR251W","chrVII"
"2499","YGR252W","chrVII"
"2500","YGR253C","chrVII"
"2501","YGR254W","chrVII"
"2502","YGR255C","chrVII"
"2503","YGR256W","chrVII"
"2504","YGR257C","chrVII"
"2505","YGR258C","chrVII"
"2506","YGR259C","chrVII"
"2507","YGR260W","chrVII"
"2508","YGR261C","chrVII"
"2509","YGR262C","chrVII"
"2510","YGR263C","chrVII"
"2511","YGR264C","chrVII"
"2512","YGR265W","chrVII"
"2513","YGR266W","chrVII"
"2514","YGR267C","chrVII"
"2515","YGR268C","chrVII"
"2516","YGR269W","chrVII"
"2517","YGR270W","chrVII"
"2518","YGR271C-A","chrVII"
"2519","YGR271W","chrVII"
"2520","YGR273C","chrVII"
"2521","YGR274C","chrVII"
"2522","YGR275W","chrVII"
"2523","YGR276C","chrVII"
"2524","YGR277C","chrVII"
"2525","YGR278W","chrVII"
"2526","YGR279C","chrVII"
"2527","YGR280C","chrVII"
"2528","YGR281W","chrVII"
"2529","YGR282C","chrVII"
"2530","YGR283C","chrVII"
"2531","YGR284C","chrVII"
"2532","YGR285C","chrVII"
"2533","YGR286C","chrVII"
"2534","YGR287C","chrVII"
"2535","YGR288W","chrVII"
"2536","YGR289C","chrVII"
"2537","YGR290W","chrVII"
"2538","YGR292W","chrVII"
"2539","YGR293C","chrVII"
"2540","YGR294W","chrVII"
"2541","YGR295C","chrVII"
"2542","YHL001W","chrVIII"
"2543","YHL002C-A","chrVIII"
"2544","YHL002W","chrVIII"
"2545","YHL003C","chrVIII"
"2546","YHL004W","chrVIII"
"2547","YHL005C","chrVIII"
"2548","YHL006C","chrVIII"
"2549","YHL006W-A","chrVIII"
"2550","YHL007C","chrVIII"
"2551","YHL008C","chrVIII"
"2552","YHL009C","chrVIII"
"2553","YHL009W-B","chrVIII"
"2554","YHL010C","chrVIII"
"2555","YHL011C","chrVIII"
"2556","YHL012W","chrVIII"
"2557","YHL013C","chrVIII"
"2558","YHL014C","chrVIII"
"2559","YHL015W","chrVIII"
"2560","YHL015W-A","chrVIII"
"2561","YHL016C","chrVIII"
"2562","YHL017W","chrVIII"
"2563","YHL018W","chrVIII"
"2564","YHL019C","chrVIII"
"2565","YHL019W-A","chrVIII"
"2566","YHL020C","chrVIII"
"2567","YHL021C","chrVIII"
"2568","YHL022C","chrVIII"
"2569","YHL023C","chrVIII"
"2570","YHL024W","chrVIII"
"2571","YHL025W","chrVIII"
"2572","YHL026C","chrVIII"
"2573","YHL027W","chrVIII"
"2574","YHL028W","chrVIII"
"2575","YHL029C","chrVIII"
"2576","YHL030W","chrVIII"
"2577","YHL031C","chrVIII"
"2578","YHL032C","chrVIII"
"2579","YHL033C","chrVIII"
"2580","YHL034C","chrVIII"
"2581","YHL034W-A","chrVIII"
"2582","YHL035C","chrVIII"
"2583","YHL036W","chrVIII"
"2584","YHL037C","chrVIII"
"2585","YHL038C","chrVIII"
"2586","YHL039W","chrVIII"
"2587","YHL040C","chrVIII"
"2588","YHL041W","chrVIII"
"2589","YHL042W","chrVIII"
"2590","YHL043W","chrVIII"
"2591","YHL044W","chrVIII"
"2592","YHL045W","chrVIII"
"2593","YHL046W-A","chrVIII"
"2594","YHL047C","chrVIII"
"2595","YHL048C-A","chrVIII"
"2596","YHL048W","chrVIII"
"2597","YHL049C","chrVIII"
"2598","YHL050C","chrVIII"
"2599","YHR001W","chrVIII"
"2600","YHR001W-A","chrVIII"
"2601","YHR002W","chrVIII"
"2602","YHR003C","chrVIII"
"2603","YHR004C","chrVIII"
"2604","YHR005C","chrVIII"
"2605","YHR005C-A","chrVIII"
"2606","YHR006W","chrVIII"
"2607","YHR007C","chrVIII"
"2608","YHR007C-A","chrVIII"
"2609","YHR008C","chrVIII"
"2610","YHR009C","chrVIII"
"2611","YHR010W","chrVIII"
"2612","YHR011W","chrVIII"
"2613","YHR012W","chrVIII"
"2614","YHR013C","chrVIII"
"2615","YHR014W","chrVIII"
"2616","YHR015W","chrVIII"
"2617","YHR016C","chrVIII"
"2618","YHR017W","chrVIII"
"2619","YHR018C","chrVIII"
"2620","YHR019C","chrVIII"
"2621","YHR020W","chrVIII"
"2622","YHR021C","chrVIII"
"2623","YHR021W-A","chrVIII"
"2624","YHR022C","chrVIII"
"2625","YHR022C-A","chrVIII"
"2626","YHR023W","chrVIII"
"2627","YHR024C","chrVIII"
"2628","YHR025W","chrVIII"
"2629","YHR026W","chrVIII"
"2630","YHR027C","chrVIII"
"2631","YHR028C","chrVIII"
"2632","YHR029C","chrVIII"
"2633","YHR030C","chrVIII"
"2634","YHR031C","chrVIII"
"2635","YHR032C-A","chrVIII"
"2636","YHR032W","chrVIII"
"2637","YHR032W-A","chrVIII"
"2638","YHR033W","chrVIII"
"2639","YHR034C","chrVIII"
"2640","YHR035W","chrVIII"
"2641","YHR036W","chrVIII"
"2642","YHR037W","chrVIII"
"2643","YHR038W","chrVIII"
"2644","YHR039C","chrVIII"
"2645","YHR039C-A","chrVIII"
"2646","YHR040W","chrVIII"
"2647","YHR041C","chrVIII"
"2648","YHR042W","chrVIII"
"2649","YHR043C","chrVIII"
"2650","YHR044C","chrVIII"
"2651","YHR045W","chrVIII"
"2652","YHR046C","chrVIII"
"2653","YHR047C","chrVIII"
"2654","YHR048W","chrVIII"
"2655","YHR049C-A","chrVIII"
"2656","YHR049W","chrVIII"
"2657","YHR050W","chrVIII"
"2658","YHR050W-A","chrVIII"
"2659","YHR051W","chrVIII"
"2660","YHR052W","chrVIII"
"2661","YHR056C","chrVIII"
"2662","YHR057C","chrVIII"
"2663","YHR058C","chrVIII"
"2664","YHR059W","chrVIII"
"2665","YHR060W","chrVIII"
"2666","YHR061C","chrVIII"
"2667","YHR062C","chrVIII"
"2668","YHR063C","chrVIII"
"2669","YHR063W-A","chrVIII"
"2670","YHR064C","chrVIII"
"2671","YHR065C","chrVIII"
"2672","YHR066W","chrVIII"
"2673","YHR067W","chrVIII"
"2674","YHR068W","chrVIII"
"2675","YHR069C","chrVIII"
"2676","YHR070C-A","chrVIII"
"2677","YHR070W","chrVIII"
"2678","YHR071C-A","chrVIII"
"2679","YHR071W","chrVIII"
"2680","YHR072W","chrVIII"
"2681","YHR072W-A","chrVIII"
"2682","YHR073W","chrVIII"
"2683","YHR074W","chrVIII"
"2684","YHR075C","chrVIII"
"2685","YHR076W","chrVIII"
"2686","YHR077C","chrVIII"
"2687","YHR078W","chrVIII"
"2688","YHR079C","chrVIII"
"2689","YHR079C-A","chrVIII"
"2690","YHR080C","chrVIII"
"2691","YHR081W","chrVIII"
"2692","YHR082C","chrVIII"
"2693","YHR083W","chrVIII"
"2694","YHR084W","chrVIII"
"2695","YHR085W","chrVIII"
"2696","YHR086W","chrVIII"
"2697","YHR086W-A","chrVIII"
"2698","YHR087W","chrVIII"
"2699","YHR088W","chrVIII"
"2700","YHR089C","chrVIII"
"2701","YHR090C","chrVIII"
"2702","YHR091C","chrVIII"
"2703","YHR092C","chrVIII"
"2704","YHR093W","chrVIII"
"2705","YHR094C","chrVIII"
"2706","YHR095W","chrVIII"
"2707","YHR096C","chrVIII"
"2708","YHR097C","chrVIII"
"2709","YHR098C","chrVIII"
"2710","YHR099W","chrVIII"
"2711","YHR100C","chrVIII"
"2712","YHR101C","chrVIII"
"2713","YHR102W","chrVIII"
"2714","YHR103W","chrVIII"
"2715","YHR104W","chrVIII"
"2716","YHR105W","chrVIII"
"2717","YHR106W","chrVIII"
"2718","YHR107C","chrVIII"
"2719","YHR108W","chrVIII"
"2720","YHR109W","chrVIII"
"2721","YHR110W","chrVIII"
"2722","YHR111W","chrVIII"
"2723","YHR112C","chrVIII"
"2724","YHR113W","chrVIII"
"2725","YHR114W","chrVIII"
"2726","YHR115C","chrVIII"
"2727","YHR116W","chrVIII"
"2728","YHR117W","chrVIII"
"2729","YHR118C","chrVIII"
"2730","YHR119W","chrVIII"
"2731","YHR120W","chrVIII"
"2732","YHR121W","chrVIII"
"2733","YHR122W","chrVIII"
"2734","YHR123W","chrVIII"
"2735","YHR124W","chrVIII"
"2736","YHR125W","chrVIII"
"2737","YHR126C","chrVIII"
"2738","YHR127W","chrVIII"
"2739","YHR128W","chrVIII"
"2740","YHR129C","chrVIII"
"2741","YHR130C","chrVIII"
"2742","YHR131C","chrVIII"
"2743","YHR131W-A","chrVIII"
"2744","YHR132C","chrVIII"
"2745","YHR132W-A","chrVIII"
"2746","YHR133C","chrVIII"
"2747","YHR134W","chrVIII"
"2748","YHR135C","chrVIII"
"2749","YHR136C","chrVIII"
"2750","YHR137W","chrVIII"
"2751","YHR138C","chrVIII"
"2752","YHR139C","chrVIII"
"2753","YHR139C-A","chrVIII"
"2754","YHR140W","chrVIII"
"2755","YHR141C","chrVIII"
"2756","YHR142W","chrVIII"
"2757","YHR143W","chrVIII"
"2758","YHR143W-A","chrVIII"
"2759","YHR144C","chrVIII"
"2760","YHR145C","chrVIII"
"2761","YHR146W","chrVIII"
"2762","YHR147C","chrVIII"
"2763","YHR148W","chrVIII"
