tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length
YLL067W-A	-	-	YLL067W-A	YLL067W-A	TSS3616	XII:584-4301	-
YLR001C	-	-	YLR001C	YLR001C	TSS1663	XII:151388-153977	-
YLR002C	-	-	YLR002C	NOC3	TSS3836	XII:154342-156334	-
YLR003C	-	-	YLR003C	CMS1	TSS3063	XII:156854-157730	-
YLR004C	-	-	YLR004C	THI73	TSS5488	XII:157933-159505	-
YLR005W	-	-	YLR005W	SSL1	TSS5658	XII:160048-161434	-
YLR006C	-	-	YLR006C	SSK1	TSS6908	XII:161754-163893	-
YLR007W	-	-	YLR007W	NSE1	TSS3758	XII:164391-165402	-
YLR008C	-	-	YLR008C	PAM18	TSS6716	XII:165576-166083	-
YLR009W	-	-	YLR009W	RLP24	TSS5785	XII:166536-167136	-
YLR010C	-	-	YLR010C	TEN1	TSS6414	XII:167319-167802	-
YLR011W	-	-	YLR011W	LOT6	TSS2495	XII:169102-169678	-
YLR012C	-	-	YLR012C	YLR012C	TSS922	XII:169981-170281	-
YLR013W	-	-	YLR013W	GAT3	TSS5375	XII:171338-171764	-
YLR014C	-	-	YLR014C	PPR1	TSS6245	XII:172267-174982	-
YLR015W	-	-	YLR015W	BRE2	TSS7052	XII:175226-176744	-
YLR016C	-	-	YLR016C	PML1	TSS2806	XII:176801-177416	-
YLR017W	-	-	YLR017W	MEU1	TSS4708	XII:177607-178621	-
YLR018C	-	-	YLR018C	POM34	TSS5491	XII:178706-179606	-
YLR019W	-	-	YLR019W	PSR2	TSS3233	XII:180287-181481	-
YLR020C	-	-	YLR020C	YEH2	TSS2645	XII:181788-183405	-
YLR021W	-	-	YLR021W	IRC25	TSS5139	XII:183622-184162	-
YLR022C	-	-	YLR022C	SDO1	TSS587	XII:184173-184926	-
YLR023C	-	-	YLR023C	IZH3	TSS143	XII:185497-187129	-
YLR024C	-	-	YLR024C	UBR2	TSS898	XII:187662-193281	-
YLR025W	-	-	YLR025W	SNF7	TSS5058	XII:194451-195174	-
YLR026C	-	-	YLR026C	SED5	TSS5153	XII:195449-196472	-
YLR027C	-	-	YLR027C	AAT2	TSS5503	XII:196828-198085	-
YLR028C	-	-	YLR028C	ADE16	TSS2758	XII:199539-201315	-
YLR029C	-	-	YLR029C	RPL15A	TSS5199	XII:201975-202590	-
YLR030W	-	-	YLR030W	YLR030W	TSS7043	XII:203289-204081	-
YLR031W	-	-	YLR031W	YLR031W	TSS1056	XII:204224-204785	-
YLR032W	-	-	YLR032W	RAD5	TSS2636	XII:204990-208500	-
YLR033W	-	-	YLR033W	RSC58	TSS1893	XII:208760-210269	-
YLR034C	-	-	YLR034C	SMF3	TSS3602	XII:210511-211933	-
YLR035C	-	-	YLR035C	MLH2	TSS2411	XII:212368-214456	-
YLR035C-A	-	-	YLR035C-A	YLR035C-A	TSS979	XII:215439-218907	-
YLR036C	-	-	YLR036C	YLR036C	TSS5036	XII:221520-222132	-
YLR037C	-	-	YLR037C	PAU23	TSS6723	XII:222684-223059	-
YLR038C	-	-	YLR038C	COX12	TSS3750	XII:224920-225172	-
YLR039C	-	-	YLR039C	RIC1	TSS2577	XII:225425-228596	-
YLR040C	-	-	YLR040C	AFB1	TSS6390	XII:228907-229697	-
YLR041W	-	-	YLR041W	YLR041W	TSS4208	XII:228907-229697	-
YLR042C	-	-	YLR042C	YLR042C	TSS5773	XII:229965-230451	-
YLR043C	-	-	YLR043C	TRX1	TSS1149	XII:231701-232013	-
YLR044C	-	-	YLR044C	PDC1	TSS6256	XII:232389-234081	-
YLR045C	-	-	YLR045C	STU2	TSS524	XII:235036-237703	-
YLR046C	-	-	YLR046C	YLR046C	TSS6397	XII:238000-238813	-
YLR047C	-	-	YLR047C	FRE8	TSS7069	XII:239346-241407	-
YLR048W	-	-	YLR048W	RPS0B	TSS117	XII:242231-243349	-
YLR049C	-	-	YLR049C	YLR049C	TSS4606	XII:243885-245172	-
YLR050C	-	-	YLR050C	YLR050C	TSS2419	XII:245586-246072	-
YLR051C	-	-	YLR051C	FCF2	TSS5323	XII:246323-246977	-
YLR052W	-	-	YLR052W	IES3	TSS2699	XII:247200-247953	-
YLR053C	-	-	YLR053C	YLR053C	TSS697	XII:248099-248426	-
YLR054C	-	-	YLR054C	OSW2	TSS4159	XII:248716-250978	-
YLR055C	-	-	YLR055C	SPT8	TSS3487	XII:251271-253080	-
YLR056W	-	-	YLR056W	ERG3	TSS2511	XII:253860-254958	-
YLR057W	-	-	YLR057W	MNL2	TSS3850	XII:255305-257855	-
YLR058C	-	-	YLR058C	SHM2	TSS2570	XII:257991-259401	-
YLR059C	-	-	YLR059C	REX2	TSS4139	XII:259737-260547	-
YLR060W	-	-	YLR060W	FRS1	TSS2480	XII:260978-262766	-
YLR061W	-	-	YLR061W	RPL22A	TSS1972	XII:263193-263954	-
YLR062C	-	-	YLR062C	BUD28	TSS780	XII:263193-263954	-
YLR063W	-	-	YLR063W	BMT6	TSS3653	XII:264156-265254	-
YLR064W	-	-	YLR064W	PER33	TSS2060	XII:265455-266277	-
YLR065C	-	-	YLR065C	ENV10	TSS3545	XII:266372-266918	-
YLR066W	-	-	YLR066W	SPC3	TSS2234	XII:267168-267723	-
YLR067C	-	-	YLR067C	PET309	TSS627	XII:267812-270710	-
YLR068W	-	-	YLR068W	FYV7	TSS33	XII:271007-271463	-
YLR069C	-	-	YLR069C	MEF1	TSS4130	XII:271629-273915	-
YLR070C	-	-	YLR070C	XYL2	TSS4838	XII:274140-275211	-
YLR071C	-	-	YLR071C	RGR1	TSS2685	XII:275377-278626	-
YLR072W	-	-	YLR072W	YLR072W	TSS5775	XII:278861-280943	-
YLR073C	-	-	YLR073C	RFU1	TSS494	XII:281018-281621	-
YLR074C	-	-	YLR074C	BUD20	TSS498	XII:281955-282456	-
YLR075W	-	-	YLR075W	RPL10	TSS4651	XII:282926-283607	-
YLR076C	-	-	YLR076C	YLR076C	TSS702	XII:282926-283607	-
YLR077W	-	-	YLR077W	FMP25	TSS2168	XII:283871-285623	-
YLR078C	-	-	YLR078C	BOS1	TSS66	XII:285735-286559	-
YLR079W	-	-	YLR079W	SIC1	TSS4822	XII:286819-287674	-
YLR080W	-	-	YLR080W	EMP46	TSS1862	XII:287915-289250	-
YLR081W	-	-	YLR081W	GAL2	TSS1198	XII:290211-291936	-
YLR082C	-	-	YLR082C	SRL2	TSS5933	XII:292393-293572	-
YLR083C	-	-	YLR083C	EMP70	TSS1889	XII:294090-296094	-
YLR084C	-	-	YLR084C	RAX2	TSS3525	XII:296588-300251	-
YLR085C	-	-	YLR085C	ARP6	TSS2286	XII:300672-301989	-
YLR086W	-	-	YLR086W	SMC4	TSS2695	XII:302242-306499	-
YLR087C	-	-	YLR087C	CSF1	TSS3975	XII:306854-315731	-
YLR088W	-	-	YLR088W	GAA1	TSS2990	XII:316106-317951	-
YLR089C	-	-	YLR089C	ALT1	TSS3259	XII:318236-320015	-
YLR090W	-	-	YLR090W	XDJ1	TSS1476	XII:320700-322080	-
YLR091W	-	-	YLR091W	GEP5	TSS7016	XII:322296-323178	-
YLR092W	-	-	YLR092W	SUL2	TSS1642	XII:323543-326225	-
YLR093C	-	-	YLR093C	NYV1	TSS1626	XII:326512-327415	-
YLR094C	-	-	YLR094C	GIS3	TSS41	XII:327729-329238	-
YLR095C	-	-	YLR095C	IOC2	TSS6320	XII:329676-332115	-
YLR096W	-	-	YLR096W	KIN2	TSS764	XII:332589-336033	-
YLR097C	-	-	YLR097C	HRT3	TSS635	XII:336230-337265	-
YLR098C	-	-	YLR098C	CHA4	TSS1295	XII:337526-339473	-
YLR099C	-	-	YLR099C	ICT1	TSS2619	XII:339743-340928	-
YLR099W-A	-	-	YLR099W-A	MIM2	TSS2477	XII:341324-341588	-
YLR100W	-	-	YLR100W	ERG27	TSS6464	XII:341809-342961	-
YLR101C	-	-	YLR101C	YLR101C	TSS754	XII:341809-342961	-
YLR102C	-	-	YLR102C	APC9	TSS678	XII:342969-343767	-
YLR103C	-	-	YLR103C	CDC45	TSS1585	XII:343988-345941	-
YLR104W	-	-	YLR104W	LCL2	TSS4945	XII:346584-346980	-
YLR105C	-	-	YLR105C	SEN2	TSS1722	XII:347046-348180	-
YLR106C	-	-	YLR106C	MDN1	TSS5004	XII:349005-363738	-
YLR107W	-	-	YLR107W	REX3	TSS3005	XII:364115-365330	-
YLR108C	-	-	YLR108C	YLR108C	TSS5248	XII:366666-368124	-
YLR109W	-	-	YLR109W	AHP1	TSS1276	XII:368780-369311	-
YLR110C	-	-	YLR110C	CCW12	TSS6475	XII:369696-370098	-
YLR111W	-	-	YLR111W	YLR111W	TSS4769	XII:370390-370723	-
YLR112W	-	-	YLR112W	YLR112W	TSS2267	XII:370790-371210	-
YLR113W	-	-	YLR113W	HOG1	TSS5281	XII:371619-372927	-
YLR114C	-	-	YLR114C	AVL9	TSS3331	XII:374943-377238	-
YLR115W	-	-	YLR115W	CFT2	TSS3042	XII:377984-380564	-
YLR116W	-	-	YLR116W	MSL5	TSS1606	XII:380821-382252	-
YLR117C	-	-	YLR117C	CLF1	TSS799	XII:382470-384534	-
YLR118C	-	-	YLR118C	YLR118C	TSS6876	XII:384724-385408	-
YLR119W	-	-	YLR119W	SRN2	TSS5240	XII:385533-386175	-
YLR120C	-	-	YLR120C	YPS1	TSS1714	XII:386510-388220	-
YLR120W-A	-	-	YLR120W-A	YLR120W-A	TSS4575	XII:388671-390270	-
YLR121C	-	-	YLR121C	YPS3	TSS642	XII:388671-390270	-
YLR122C	-	-	YLR122C	YLR122C	TSS207	XII:390953-391407	-
YLR123C	-	-	YLR123C	YLR123C	TSS6277	XII:390953-391407	-
YLR124W	-	-	YLR124W	YLR124W	TSS5528	XII:391599-391944	-
YLR125W	-	-	YLR125W	YLR125W	TSS719	XII:393483-393894	-
YLR126C	-	-	YLR126C	YLR126C	TSS1042	XII:394764-395520	-
YLR127C	-	-	YLR127C	APC2	TSS2589	XII:395757-398319	-
YLR128W	-	-	YLR128W	DCN1	TSS883	XII:398529-399433	-
YLR129W	-	-	YLR129W	DIP2	TSS5813	XII:399656-402488	-
YLR130C	-	-	YLR130C	ZRT2	TSS3601	XII:402793-404062	-
YLR131C	-	-	YLR131C	ACE2	TSS6000	XII:404509-406822	-
YLR132C	-	-	YLR132C	USB1	TSS4861	XII:407282-408155	-
YLR133W	-	-	YLR133W	CKI1	TSS3526	XII:408444-410193	-
YLR134W	-	-	YLR134W	PDC5	TSS412	XII:410722-412414	-
YLR135W	-	-	YLR135W	SLX4	TSS5863	XII:413280-415527	-
YLR136C	-	-	YLR136C	TIS11	TSS5570	XII:415800-416658	-
YLR137W	-	-	YLR137W	RKM5	TSS6012	XII:417005-418109	-
YLR138W	-	-	YLR138W	NHA1	TSS3688	XII:418436-421394	-
YLR139C	-	-	YLR139C	SLS1	TSS787	XII:421541-423473	-
YLR140W	-	-	YLR140W	YLR140W	TSS5674	XII:423473-424774	-
YLR141W	-	-	YLR141W	RRN5	TSS4549	XII:423473-424774	-
YLR142W	-	-	YLR142W	PUT1	TSS3020	XII:425185-426616	-
YLR143W	-	-	YLR143W	DPH6	TSS1016	XII:427328-429386	-
YLR144C	-	-	YLR144C	ACF2	TSS1073	XII:429676-432016	-
YLR145W	-	-	YLR145W	RMP1	TSS3195	XII:432167-432773	-
YLR146C	-	-	YLR146C	SPE4	TSS3091	XII:432822-433725	-
YLR146W-A	-	-	YLR146W-A	YLR146W-A	TSS2380	XII:433869-434058	-
YLR147C	-	-	YLR147C	SMD3	TSS4826	XII:434157-434463	-
YLR148W	-	-	YLR148W	PEP3	TSS722	XII:434640-437397	-
YLR149C	-	-	YLR149C	YLR149C	TSS3581	XII:437630-439823	-
YLR149C-A	-	-	YLR149C-A	YLR149C-A	TSS4098	XII:440369-440456	-
YLR150W	-	-	YLR150W	STM1	TSS2473	XII:440466-441288	-
YLR151C	-	-	YLR151C	PCD1	TSS6398	XII:441714-442737	-
YLR152C	-	-	YLR152C	YLR152C	TSS3248	XII:442957-444688	-
YLR153C	-	-	YLR153C	ACS2	TSS214	XII:445523-447575	-
YLR154C	-	-	YLR154C	RNH203	TSS3703	XII:447981-448314	-
YLR154C-G	-	-	YLR154C-G	YLR154C-G	TSS2144	XII:460922-466869	-
YLR154C-H	-	-	YLR154C-H	YLR154C-H	TSS2604	XII:468812-468958	-
YLR154W-A	-	-	YLR154W-A	YLR154W-A	TSS492	XII:451785-457732	-
YLR154W-B	-	-	YLR154W-B	YLR154W-B	TSS3245	XII:451785-457732	-
YLR154W-C	-	-	YLR154W-C	TAR1	TSS6357	XII:451785-457732	-
YLR154W-E	-	-	YLR154W-E	YLR154W-E	TSS6884	XII:451785-457732	-
YLR154W-F	-	-	YLR154W-F	YLR154W-F	TSS176	XII:451785-457732	-
YLR155C	-	-	YLR155C	ASP3-1	TSS6712	XII:469316-470405	-
YLR156C-A	-	-	YLR156C-A	YLR156C-A	TSS5302	XII:472464-472610	-
YLR156W	-	-	YLR156W	YLR156W	TSS3782	XII:472112-472457	-
YLR157C	-	-	YLR157C	ASP3-2	TSS1124	XII:472968-474057	-
YLR157C-A	-	-	YLR157C-A	YLR157C-A	TSS2119	XII:476332-481601	-
YLR157C-B	-	-	YLR157C-B	YLR157C-B	TSS2119	XII:476332-481601	-
YLR157C-C	-	-	YLR157C-C	YLR157C-C	TSS3319	XII:482044-482190	-
YLR157W-D	-	-	YLR157W-D	YLR157W-D	TSS1455	XII:475763-475976	-
YLR157W-E	-	-	YLR157W-E	YLR157W-E	TSS4614	XII:481872-482037	-
YLR158C	-	-	YLR158C	ASP3-3	TSS3694	XII:482548-483637	-
YLR159C-A	-	-	YLR159C-A	YLR159C-A	TSS3356	XII:485696-485842	-
YLR159W	-	-	YLR159W	YLR159W	TSS4553	XII:485344-485689	-
YLR160C	-	-	YLR160C	ASP3-4	TSS5681	XII:486200-487289	-
YLR161W	-	-	YLR161W	YLR161W	TSS3864	XII:488996-489341	-
YLR162W	-	-	YLR162W	YLR162W	TSS3868	XII:489572-489929	-
YLR162W-A	-	-	YLR162W-A	RRT15	TSS4815	XII:490405-490594	-
YLR163C	-	-	YLR163C	MAS1	TSS3257	XII:491865-493254	-
YLR163W-A	-	-	YLR163W-A	YLR163W-A	TSS5246	XII:491865-493254	-
YLR164W	-	-	YLR164W	SHH4	TSS6361	XII:493882-494389	-
YLR165C	-	-	YLR165C	PUS5	TSS2339	XII:494493-495258	-
YLR166C	-	-	YLR166C	SEC10	TSS3620	XII:495428-498044	-
YLR167W	-	-	YLR167W	RPS31	TSS4470	XII:498946-499405	-
YLR168C	-	-	YLR168C	UPS2	TSS2344	XII:499577-500270	-
YLR169W	-	-	YLR169W	YLR169W	TSS157	XII:500334-501122	-
YLR170C	-	-	YLR170C	APS1	TSS5575	XII:500334-501122	-
YLR171W	-	-	YLR171W	YLR171W	TSS5365	XII:500334-501122	-
YLR172C	-	-	YLR172C	DPH5	TSS2801	XII:501259-502162	-
YLR173W	-	-	YLR173W	YLR173W	TSS4274	XII:502420-504247	-
YLR174W	-	-	YLR174W	IDP2	TSS994	XII:504590-505829	-
YLR175W	-	-	YLR175W	CBF5	TSS205	XII:506133-507585	-
YLR176C	-	-	YLR176C	RFX1	TSS4915	XII:507796-510232	-
YLR177W	-	-	YLR177W	YLR177W	TSS5423	XII:511053-512940	-
YLR178C	-	-	YLR178C	TFS1	TSS5327	XII:513161-513821	-
YLR179C	-	-	YLR179C	YLR179C	TSS3226	XII:514107-514713	-
YLR180W	-	-	YLR180W	SAM1	TSS5941	XII:515261-516410	-
YLR181C	-	-	YLR181C	VTA1	TSS1485	XII:516677-517670	-
YLR182W	-	-	YLR182W	SWI6	TSS3072	XII:517939-520351	-
YLR183C	-	-	YLR183C	TOS4	TSS6847	XII:520542-522012	-
YLR184W	-	-	YLR184W	YLR184W	TSS977	XII:522105-522453	-
YLR185W	-	-	YLR185W	RPL37A	TSS2451	XII:522662-523288	-
YLR186W	-	-	YLR186W	EMG1	TSS528	XII:523631-524390	-
YLR187W	-	-	YLR187W	SKG3	TSS2010	XII:524864-527945	-
YLR188W	-	-	YLR188W	MDL1	TSS4186	XII:528299-530387	-
YLR189C	-	-	YLR189C	ATG26	TSS6779	XII:530796-534393	-
YLR190W	-	-	YLR190W	MMR1	TSS4582	XII:535213-536689	-
YLR191W	-	-	YLR191W	PEX13	TSS1505	XII:537271-538432	-
YLR192C	-	-	YLR192C	HCR1	TSS6946	XII:538791-539589	-
YLR193C	-	-	YLR193C	UPS1	TSS4754	XII:540008-540536	-
YLR194C	-	-	YLR194C	YLR194C	TSS5780	XII:540808-541573	-
YLR195C	-	-	YLR195C	NMT1	TSS4377	XII:541936-543304	-
YLR196W	-	-	YLR196W	PWP1	TSS6708	XII:543967-545698	-
YLR197W	-	-	YLR197W	NOP56	TSS1685	XII:546096-547645	-
YLR198C	-	-	YLR198C	YLR198C	TSS122	XII:546096-547645	-
YLR199C	-	-	YLR199C	PBA1	TSS5233	XII:547852-548769	-
YLR200W	-	-	YLR200W	YKE2	TSS4279	XII:549011-549356	-
YLR201C	-	-	YLR201C	COQ9	TSS3969	XII:549510-550636	-
YLR202C	-	-	YLR202C	YLR202C	TSS5243	XII:549510-550636	-
YLR203C	-	-	YLR203C	MSS51	TSS2967	XII:550649-551960	-
YLR204W	-	-	YLR204W	QRI5	TSS2718	XII:552269-552605	-
YLR205C	-	-	YLR205C	HMX1	TSS4187	XII:552723-553677	-
YLR206W	-	-	YLR206W	ENT2	TSS4541	XII:554577-556419	-
YLR207W	-	-	YLR207W	HRD3	TSS186	XII:556787-559289	-
YLR208W	-	-	YLR208W	SEC13	TSS4057	XII:559550-560444	-
YLR209C	-	-	YLR209C	PNP1	TSS5907	XII:560796-561732	-
YLR210W	-	-	YLR210W	CLB4	TSS5167	XII:562007-563390	-
YLR211C	-	-	YLR211C	ATG38	TSS3993	XII:563791-564531	-
YLR212C	-	-	YLR212C	TUB4	TSS3962	XII:564859-566281	-
YLR213C	-	-	YLR213C	CRR1	TSS2325	XII:566653-567922	-
YLR214W	-	-	YLR214W	FRE1	TSS5622	XII:568566-570627	-
YLR215C	-	-	YLR215C	CDC123	TSS6738	XII:570775-571858	-
YLR216C	-	-	YLR216C	CPR6	TSS5803	XII:572095-573232	-
YLR217W	-	-	YLR217W	YLR217W	TSS6091	XII:572095-573232	-
YLR218C	-	-	YLR218C	COA4	TSS4117	XII:573465-573918	-
YLR219W	-	-	YLR219W	MSC3	TSS2854	XII:574150-576337	-
YLR220W	-	-	YLR220W	CCC1	TSS5524	XII:576824-577793	-
YLR221C	-	-	YLR221C	RSA3	TSS3429	XII:578361-579024	-
YLR222C	-	-	YLR222C	UTP13	TSS1394	XII:579317-581771	-
YLR222C-A	-	-	YLR222C-A	YLR222C-A	TSS2864	XII:582005-585490	-
YLR223C	-	-	YLR223C	IFH1	TSS6387	XII:582005-585490	-
YLR224W	-	-	YLR224W	YLR224W	TSS4198	XII:586463-587573	-
YLR225C	-	-	YLR225C	YLR225C	TSS701	XII:587694-588918	-
YLR226W	-	-	YLR226W	BUR2	TSS6978	XII:589353-590541	-
YLR227C	-	-	YLR227C	ADY4	TSS2515	XII:590561-592043	-
YLR227W-A	-	-	YLR227W-A	YLR227W-A	TSS2659	XII:593437-598706	-
YLR227W-B	-	-	YLR227W-B	YLR227W-B	TSS2659	XII:593437-598706	-
YLR228C	-	-	YLR228C	ECM22	TSS2546	XII:600018-602463	-
YLR229C	-	-	YLR229C	CDC42	TSS4804	XII:604211-604879	-
YLR230W	-	-	YLR230W	YLR230W	TSS4729	XII:604211-604879	-
YLR231C	-	-	YLR231C	BNA5	TSS5917	XII:605757-607177	-
YLR232W	-	-	YLR232W	YLR232W	TSS382	XII:605757-607177	-
YLR233C	-	-	YLR233C	EST1	TSS516	XII:607424-609524	-
YLR234W	-	-	YLR234W	TOP3	TSS6359	XII:609782-612117	-
YLR235C	-	-	YLR235C	YLR235C	TSS6489	XII:609782-612117	-
YLR236C	-	-	YLR236C	YLR236C	TSS6039	XII:609782-612117	-
YLR237W	-	-	YLR237W	THI7	TSS6787	XII:612366-614163	-
YLR238W	-	-	YLR238W	FAR10	TSS6724	XII:614754-616191	-
YLR239C	-	-	YLR239C	LIP2	TSS2421	XII:616331-617318	-
YLR240W	-	-	YLR240W	VPS34	TSS1771	XII:617532-620160	-
YLR241W	-	-	YLR241W	CSC1	TSS4229	XII:620472-622821	-
YLR242C	-	-	YLR242C	ARV1	TSS5451	XII:622917-623883	-
YLR243W	-	-	YLR243W	GPN3	TSS2502	XII:624202-625021	-
YLR244C	-	-	YLR244C	MAP1	TSS4242	XII:625167-626331	-
YLR245C	-	-	YLR245C	CDD1	TSS4991	XII:626501-626930	-
YLR246W	-	-	YLR246W	ERF2	TSS3505	XII:627117-628197	-
YLR247C	-	-	YLR247C	IRC20	TSS3927	XII:628683-633354	-
YLR248W	-	-	YLR248W	RCK2	TSS6950	XII:634251-636084	-
YLR249W	-	-	YLR249W	YEF3	TSS6427	XII:636779-639914	-
YLR250W	-	-	YLR250W	SSP120	TSS2369	XII:640316-641021	-
YLR251W	-	-	YLR251W	SYM1	TSS3123	XII:641463-642262	-
YLR252W	-	-	YLR252W	YLR252W	TSS3886	XII:641463-642262	-
YLR253W	-	-	YLR253W	MCP2	TSS651	XII:642626-644336	-
YLR254C	-	-	YLR254C	NDL1	TSS2531	XII:644403-644973	-
YLR255C	-	-	YLR255C	YLR255C	TSS4074	XII:645599-645953	-
YLR256W	-	-	YLR256W	HAP1	TSS2392	XII:646414-650923	-
YLR256W-A	-	-	YLR256W-A	YLR256W-A	TSS6238	XII:651116-652439	-
YLR257W	-	-	YLR257W	YLR257W	TSS597	XII:658825-659791	-
YLR258W	-	-	YLR258W	GSY2	TSS609	XII:660715-662833	-
YLR259C	-	-	YLR259C	HSP60	TSS4264	XII:663283-665002	-
YLR260W	-	-	YLR260W	LCB5	TSS4232	XII:665843-667907	-
YLR261C	-	-	YLR261C	VPS63	TSS5743	XII:668236-668891	-
YLR262C	-	-	YLR262C	YPT6	TSS4768	XII:668236-668891	-
YLR262C-A	-	-	YLR262C-A	TMA7	TSS1134	XII:669467-669662	-
YLR263W	-	-	YLR263W	RED1	TSS3784	XII:670339-672823	-
YLR264C-A	-	-	YLR264C-A	YLR264C-A	TSS2582	XII:673827-673944	-
YLR264W	-	-	YLR264W	RPS28B	TSS7001	XII:673130-673334	-
YLR265C	-	-	YLR265C	NEJ1	TSS455	XII:674426-675455	-
YLR266C	-	-	YLR266C	PDR8	TSS4424	XII:675618-677724	-
YLR267W	-	-	YLR267W	BOP2	TSS6188	XII:678211-679924	-
YLR268W	-	-	YLR268W	SEC22	TSS1041	XII:680199-680844	-
YLR269C	-	-	YLR269C	YLR269C	TSS2938	XII:680865-682238	-
YLR270W	-	-	YLR270W	DCS1	TSS6772	XII:680865-682238	-
YLR271W	-	-	YLR271W	YLR271W	TSS3941	XII:682736-683561	-
YLR272C	-	-	YLR272C	YCS4	TSS2224	XII:683671-687202	-
YLR273C	-	-	YLR273C	PIG1	TSS4742	XII:689082-691029	-
YLR274W	-	-	YLR274W	MCM5	TSS4944	XII:691554-693882	-
YLR275W	-	-	YLR275W	SMD2	TSS88	XII:694377-694800	-
YLR276C	-	-	YLR276C	DBP9	TSS3250	XII:695045-696830	-
YLR277C	-	-	YLR277C	YSH1	TSS1527	XII:697155-699495	-
YLR278C	-	-	YLR278C	YLR278C	TSS6347	XII:699998-704024	-
YLR279W	-	-	YLR279W	YLR279W	TSS3819	XII:704308-704960	-
YLR280C	-	-	YLR280C	YLR280C	TSS952	XII:704308-704960	-
YLR281C	-	-	YLR281C	YLR281C	TSS5993	XII:704308-704960	-
YLR282C	-	-	YLR282C	YLR282C	TSS5663	XII:705070-706130	-
YLR283W	-	-	YLR283W	YLR283W	TSS2105	XII:705070-706130	-
YLR284C	-	-	YLR284C	ECI1	TSS6032	XII:706197-707040	-
YLR285C-A	-	-	YLR285C-A	YLR285C-A	TSS3690	XII:708167-708338	-
YLR285W	-	-	YLR285W	NNT1	TSS3593	XII:707359-708145	-
YLR286C	-	-	YLR286C	CTS1	TSS6969	XII:708447-710136	-
YLR286W-A	-	-	YLR286W-A	YLR286W-A	TSS4561	XII:708447-710136	-
YLR287C	-	-	YLR287C	YLR287C	TSS1269	XII:710990-712058	-
YLR287C-A	-	-	YLR287C-A	RPS30A	TSS6173	XII:712536-713158	-
YLR288C	-	-	YLR288C	MEC3	TSS589	XII:713479-714904	-
YLR289W	-	-	YLR289W	GUF1	TSS5572	XII:715088-717026	-
YLR290C	-	-	YLR290C	YLR290C	TSS4805	XII:717144-717978	-
YLR291C	-	-	YLR291C	GCD7	TSS6860	XII:718316-719462	-
YLR292C	-	-	YLR292C	SEC72	TSS445	XII:719788-720370	-
YLR293C	-	-	YLR293C	GSP1	TSS1843	XII:720770-721430	-
YLR294C	-	-	YLR294C	YLR294C	TSS1930	XII:721700-722373	-
YLR295C	-	-	YLR295C	ATP14	TSS7058	XII:721700-722373	-
YLR296W	-	-	YLR296W	YLR296W	TSS5526	XII:722977-723304	-
YLR297W	-	-	YLR297W	YLR297W	TSS2866	XII:724043-724433	-
YLR298C	-	-	YLR298C	YHC1	TSS217	XII:724720-725416	-
YLR299C-A	-	-	YLR299C-A	YLR299C-A	TSS6370	XII:726068-728051	-
YLR299W	-	-	YLR299W	ECM38	TSS1894	XII:726068-728051	-
YLR300W	-	-	YLR300W	EXG1	TSS5604	XII:728954-730301	-
YLR301W	-	-	YLR301W	HRI1	TSS1777	XII:730824-731559	-
YLR302C	-	-	YLR302C	YLR302C	TSS1798	XII:732190-733876	-
YLR303W	-	-	YLR303W	MET17	TSS4627	XII:732190-733876	-
YLR304C	-	-	YLR304C	ACO1	TSS4581	XII:735211-737548	-
YLR305C	-	-	YLR305C	STT4	TSS5583	XII:738160-743863	-
YLR306W	-	-	YLR306W	UBC12	TSS116	XII:744150-744851	-
YLR307C-A	-	-	YLR307C-A	YLR307C-A	TSS1554	XII:746847-747111	-
YLR307W	-	-	YLR307W	CDA1	TSS3621	XII:745619-746525	-
YLR308W	-	-	YLR308W	CDA2	TSS3894	XII:747936-748875	-
YLR309C	-	-	YLR309C	IMH1	TSS526	XII:749033-751769	-
YLR310C	-	-	YLR310C	CDC25	TSS3633	XII:752223-756993	-
YLR311C	-	-	YLR311C	YLR311C	TSS6243	XII:757264-757612	-
YLR312C	-	-	YLR312C	YLR312C	TSS3279	XII:757636-758833	-
YLR312W-A	-	-	YLR312W-A	MRPL15	TSS1381	XII:759479-760241	-
YLR313C	-	-	YLR313C	SPH1	TSS1666	XII:760749-762342	-
YLR314C	-	-	YLR314C	CDC3	TSS5096	XII:762574-764137	-
YLR315W	-	-	YLR315W	NKP2	TSS4459	XII:764807-766358	-
YLR316C	-	-	YLR316C	TAD3	TSS4137	XII:764807-766358	-
YLR317W	-	-	YLR317W	YLR317W	TSS2334	XII:764807-766358	-
YLR318W	-	-	YLR318W	EST2	TSS1514	XII:766541-769196	-
YLR319C	-	-	YLR319C	BUD6	TSS1368	XII:769317-771684	-
YLR320W	-	-	YLR320W	MMS22	TSS6391	XII:771939-776304	-
YLR321C	-	-	YLR321C	SFH1	TSS5496	XII:776583-777942	-
YLR322W	-	-	YLR322W	VPS65	TSS6430	XII:776583-777942	-
YLR323C	-	-	YLR323C	CWC24	TSS2061	XII:778172-778952	-
YLR324W	-	-	YLR324W	PEX30	TSS685	XII:779214-780786	-
YLR325C	-	-	YLR325C	RPL38	TSS3804	XII:781142-781379	-
YLR326W	-	-	YLR326W	YLR326W	TSS3795	XII:782173-782896	-
YLR327C	-	-	YLR327C	TMA10	TSS6624	XII:783126-783387	-
