,GENE,CHRM,MAAnc,onetoone,twice,half,9,,1,2,3,4,5,6,7,8,9,11,15,28,88,108,119,MAAnc
2291,YGR253C,chrVII,7.959086203,7.959086203,8.959086203,6.959086203,8.117408866,0.158322663,8.105171399,8.107078902,8.101949017,8.556834529,8.261784103,8.198201417,8.150056295,8.0975431,8.117408866,8.026792572,8.080798286,8.247512806,7.856165369,8.180895638,8.035041619,7.959086203
2292,YGR254W,chrVII,12.80210922,12.80210922,13.80210922,11.80210922,13.45267685,0.650567633,13.34065516,13.46295466,13.25378164,13.46203979,13.54357378,13.661977,13.75703502,13.58170708,13.45267685,13.26792086,13.41596733,13.96392472,13.18155726,13.40938961,13.04424093,12.80210922
2293,YGR255C,chrVII,5.921247277,5.921247277,6.921247277,4.921247277,5.959951792,0.038704515,6.091433464,6.082992899,6.134943702,6.717420652,5.96990364,6.155872555,6.111736329,6.160446597,5.959951792,5.994168671,5.862229162,6.131498762,5.978380791,6.525566308,6.295817109,5.921247277
2294,YGR256W,chrVII,6.644421804,6.644421804,7.644421804,5.644421804,6.775766461,0.131344657,6.055287425,6.120627801,6.322423808,5.871044592,6.399450258,6.398798754,6.250939068,5.514775427,6.775766461,6.405958854,6.047461137,6.534845448,5.683769739,4.234579606,6.727507795,6.644421804
2295,YGR257C,chrVII,4.7432145,4.7432145,5.7432145,3.7432145,4.996119607,0.252905106,4.605601161,4.711402183,4.631371492,5.00741462,4.650860133,4.483221322,4.123341906,4.456916562,4.996119607,4.712739031,4.808003129,4.218174226,4.636702323,4.472023073,4.802044234,4.7432145
2296,YGR258C,chrVII,5.530089356,5.530089356,6.530089356,4.530089356,5.501543133,-0.028546223,5.345320744,5.364097551,5.412333844,6.139891101,5.285961827,5.531979371,5.12794194,5.377384167,5.501543133,5.346377555,5.163395318,4.916294115,5.333400002,5.837306897,5.65238966,5.530089356
2297,YGR260W,chrVII,5.519053192,5.519053192,6.519053192,4.519053192,5.831737022,0.312683829,5.713547418,5.673137275,5.797374933,5.681945018,5.562145594,5.697387835,5.486807961,5.870044795,5.831737022,5.603484014,5.628228151,5.601728155,5.822557468,6.423618632,5.653633584,5.519053192
2298,YGR261C,chrVII,4.873711518,4.873711518,5.873711518,3.873711518,5.038301043,0.164589525,4.988350061,4.941813351,4.983508354,5.124044318,4.826920345,4.951689648,4.456012475,5.024616454,5.038301043,4.929445704,4.896222815,4.481161921,5.14092113,5.615387412,5.126658094,4.873711518
2299,YGR262C,chrVII,6.289258673,6.289258673,7.289258673,5.289258673,5.94797076,-0.341287914,6.031594359,6.024645234,6.030569397,6.137151559,5.819978981,6.15922415,5.82655842,5.875901794,5.94797076,6.102201578,5.862188687,5.863308589,6.275454539,5.261280972,6.182547816,6.289258673
2300,YGR263C,chrVII,5.518054737,5.518054737,6.518054737,4.518054737,5.55615437,0.038099633,5.416711073,5.418883916,5.443915828,5.546231254,5.392905354,5.186546597,5.198895961,5.225774588,5.55615437,5.547635883,5.471436445,5.084276706,5.69496071,4.752649833,5.626460056,5.518054737
2301,YGR264C,chrVII,5.23709376,5.23709376,6.23709376,4.23709376,5.530409596,0.293315836,5.611236558,5.621938471,5.641270059,5.369455097,5.398510844,5.684480098,5.502306924,5.810074656,5.530409596,5.596216008,5.464532103,5.151868421,6.200995968,6.091328547,5.794622066,5.23709376
2302,YGR266W,chrVII,3.186672247,3.186672247,4.186672247,2.186672247,3.842177223,0.655504976,3.841952874,3.669034521,3.809516353,3.671368201,4.109977611,3.605542555,3.619109197,3.754904735,3.842177223,3.861327063,3.901124939,3.758734549,3.828445288,4.128099457,3.901665395,3.186672247
2303,YGR267C,chrVII,7.885310899,7.885310899,8.885310899,6.885310899,7.473400542,-0.411910357,7.658540225,7.688412064,7.722365233,7.924186832,7.670650223,7.764177562,7.798545954,7.657940364,7.473400542,7.615965004,7.676324894,7.714974623,7.85108892,7.248361909,7.489592978,7.885310899
2304,YGR268C,chrVII,5.437769608,5.437769608,6.437769608,4.437769608,5.916484346,0.478714738,5.628911963,5.535802667,5.634803152,6.071203968,5.540607147,5.375913599,5.58181812,5.483115737,5.916484346,5.680815648,5.379962323,5.463016954,5.563570153,5.834367622,5.664492164,5.437769608
2305,YGR269W,chrVII,0.846808337,0.846808337,1.846808337,-0.153191663,1.314899031,0.468090694,1.013160129,0.600686863,0.664979257,1.193762337,0.721088221,0.437730087,0.723059104,0.499137352,1.314899031,1.100662051,0.821191443,0.159005482,0.394623725,1.325648716,1.2750947,0.846808337
2306,YGR270W,chrVII,6.502599916,6.502599916,7.502599916,5.502599916,6.678162128,0.175562212,6.423527451,6.505181355,6.48844274,6.725563614,6.632403714,6.402634539,6.304639592,6.380712834,6.678162128,6.446003038,6.527725041,6.236193295,6.413259911,6.548829961,6.520770503,6.502599916
2307,YGR271C-A,chrVII,3.708240348,3.708240348,4.708240348,2.708240348,3.632153424,-0.076086924,4.162759126,4.167904868,4.179747435,4.499880474,3.799685843,4.204819633,3.924271814,4.481309502,3.632153424,3.870329492,3.534097374,4.0979647,4.263147772,5.255970284,4.197956882,3.708240348
2308,YGR271W,chrVII,5.166270583,5.166270583,6.166270583,4.166270583,5.22324179,0.056971207,5.14842254,5.223768633,5.068685202,5.129278711,5.428828523,4.893484764,4.671044414,4.963562573,5.22324179,5.235480749,5.670671914,4.440443941,5.493182272,4.895067655,5.129665181,5.166270583
2309,YGR274C,chrVII,5.501217095,5.501217095,6.501217095,4.501217095,5.512003348,0.010786253,5.383775265,5.338688201,5.367194698,5.675612825,5.289575447,5.375731975,5.272861526,5.247778301,5.512003348,5.408632817,5.281129409,4.984205823,5.237224786,5.510152161,5.566719872,5.501217095
2310,YGR275W,chrVII,6.826636737,6.826636737,7.826636737,5.826636737,6.380495549,-0.446141188,6.586762592,6.655739226,6.572543978,6.954730318,6.53646321,6.686122383,6.605588799,6.544050138,6.380495549,6.576246134,6.391688881,6.737137891,6.515357863,6.0241298,6.63189179,6.826636737
2311,YGR276C,chrVII,6.109507091,6.109507091,7.109507091,5.109507091,6.003479023,-0.106028068,5.946479935,5.920516436,5.919925267,6.538863741,5.641945055,5.82812298,5.672024808,5.864302186,6.003479023,5.968830213,5.623060668,5.670016959,6.055348833,5.872125442,6.125150686,6.109507091
2312,YGR277C,chrVII,5.165000792,5.165000792,6.165000792,4.165000792,5.042344277,-0.122656516,5.052352646,5.039460435,5.015231532,5.106442248,4.774037994,4.947924727,4.706453928,5.016545305,5.042344277,5.148342758,4.949969402,4.624086435,5.376039331,4.97841102,5.411300627,5.165000792
2313,YGR278W,chrVII,3.998830812,3.998830812,4.998830812,2.998830812,3.895808614,-0.103022198,4.010801058,3.991314251,4.122083578,3.965806333,3.964439875,3.957502301,3.915059555,3.953180632,3.895808614,4.03932922,3.934436016,3.672492758,4.348160113,3.812446417,4.279990163,3.998830812
2314,YGR279C,chrVII,5.448571641,5.448571641,6.448571641,4.448571641,5.148099038,-0.300472602,5.677703727,5.762132044,5.739425932,5.056801509,6.49791849,5.911979875,5.942532984,6.009943489,5.148099038,5.463115783,6.321365242,6.39221366,5.678192031,6.247695541,5.410897691,5.448571641
2315,YGR280C,chrVII,5.893627896,5.893627896,6.893627896,4.893627896,5.510241957,-0.383385939,5.593288257,5.522775244,5.67512639,6.454584919,5.444959174,5.721843471,5.692241367,5.521822122,5.510241957,5.522492115,5.325694048,5.549730457,5.456725986,5.427908315,5.611681082,5.893627896
2316,YGR281W,chrVII,7.124456209,7.124456209,8.124456209,6.124456209,6.690228956,-0.434227253,6.567378967,6.647678209,6.720293672,7.731464582,6.54459754,6.804500113,6.440271472,6.297398949,6.690228956,6.631980569,6.509157919,6.297359644,6.254189696,5.88085877,6.719441439,7.124456209
2317,YGR282C,chrVII,11.62020809,11.62020809,12.62020809,10.62020809,11.39161937,-0.228588718,11.39931774,11.45464086,11.45668712,11.33526754,11.45004274,11.54112305,11.51124585,11.30162317,11.39161937,11.59565992,11.57000286,11.44728527,11.61457278,10.7080815,11.56056332,11.62020809
2318,YGR283C,chrVII,5.20119582,5.20119582,6.20119582,4.20119582,5.125677876,-0.075517944,5.327998153,5.384291739,5.159980888,5.105845837,5.087795906,5.384738685,5.251787029,5.400645627,5.125677876,5.19025949,5.005377085,5.304292675,5.557303605,5.419248926,5.074535633,5.20119582
2319,YGR284C,chrVII,6.840275214,6.840275214,7.840275214,5.840275214,7.016271685,0.175996471,7.035267608,6.968476468,7.043067563,6.463932368,6.860789994,6.7615468,6.952990255,7.017487293,7.016271685,7.129451064,6.954253558,6.948318961,7.155236703,7.415158432,7.288374806,6.840275214
2320,YGR285C,chrVII,6.92128697,6.92128697,7.92128697,5.92128697,7.265862644,0.344575674,7.185058255,7.073101613,7.143984341,6.820656644,7.035907549,7.00053853,6.762152108,7.407278131,7.265862644,7.071588126,7.117285612,6.792896925,7.156065924,8.625339151,7.119846682,6.92128697
2321,YGR286C,chrVII,5.08658194,5.08658194,6.08658194,4.08658194,4.940674047,-0.145907893,5.538666963,5.506464478,5.400056066,4.74101921,5.521483015,5.562740688,5.214558804,5.687971163,4.940674047,5.383512477,5.604188101,5.699649939,6.221434941,5.210521741,5.43863213,5.08658194
2322,YGR287C,chrVII,3.341079972,3.341079972,4.341079972,2.341079972,3.718941038,0.377861066,3.65053559,3.690425485,3.550041447,4.443852322,3.512492325,3.503788841,3.213567526,3.67150752,3.718941038,3.692650126,3.803078926,3.338413558,3.93173354,3.949916485,4.006106149,3.341079972
2323,YGR288W,chrVII,5.376064154,5.376064154,6.376064154,4.376064154,5.350408961,-0.025655193,5.232924026,5.231799189,5.347652853,6.038470778,4.945055145,5.241794351,5.051548358,5.188446538,5.350408961,5.368575838,4.960906357,5.026176337,5.289125713,5.228364565,5.410339337,5.376064154
2324,YGR289C,chrVII,6.528471337,6.528471337,7.528471337,5.528471337,6.349764151,-0.178707186,6.077405491,6.255921851,6.269121548,6.684278682,6.305428633,6.533585505,6.112599844,5.901767685,6.349764151,6.186006939,6.213329205,6.262692792,5.967642987,5.31199454,6.273281029,6.528471337
2325,YGR290W,chrVII,0.880251708,0.880251708,1.880251708,-0.119748292,0.906714,0.026462292,0.808825009,0.8479394,0.839125128,1.792541982,0.882812755,1.376297348,1.320403432,0.442916729,0.906714,0.955774273,0.767972645,0.713149067,0.142683636,0.309090591,0.60556531,0.880251708
2326,YGR292W,chrVII,4.204226879,4.204226879,5.204226879,3.204226879,5.098082658,0.89385578,4.782818969,5.064486631,4.585114555,4.900327936,4.669404373,4.797285518,4.248790279,4.718326058,5.098082658,4.868901754,5.056816185,4.480889734,5.640910432,3.869252786,5.103662681,4.204226879
2327,YGR293C,chrVII,0.544515017,0.544515017,1.544515017,-0.455484983,0.301103626,-0.243411391,0.009827787,0.002423345,-0.178981502,-0.976828831,0.112696191,0.014219926,-0.880476767,-0.507112035,0.301103626,0.386833367,0.501512896,-0.817204793,0.398021468,-1.616240149,0.267440077,0.544515017
2328,YGR294W,chrVII,1.815774249,1.815774249,2.815774249,0.815774249,1.817805136,0.002030887,1.120200969,1.276399762,1.111080015,-0.243686522,1.14344542,0.811704983,1.061148412,0.751099879,1.817805136,1.58432982,1.547768008,0.861580673,1.627139818,-0.757425261,1.731715458,1.815774249
2329,YGR295C,chrVII,8.398773403,8.398773403,9.398773403,7.398773403,8.423739516,0.024966112,8.258026932,8.294020464,8.268961554,8.498842192,8.017527158,8.119080382,8.105989999,8.04361722,8.423739516,8.502116969,8.15035837,8.117894854,8.500195144,7.487888255,8.510392901,8.398773403
2330,YHL001W,chrVIII,6.412571034,6.412571034,7.412571034,5.412571034,6.176604775,-0.235966258,6.366673665,6.397222418,6.304846188,5.272337258,6.204115876,6.508999246,6.317637788,6.519948309,6.176604775,6.29474774,6.319236523,6.243496386,6.550357729,6.641830915,6.143709686,6.412571034
2331,YHL002W,chrVIII,6.347537167,6.347537167,7.347537167,5.347537167,6.391471668,0.043934501,6.15896151,6.115691592,6.167364581,6.277403099,6.092491618,5.998354632,5.916023947,5.997627601,6.391471668,6.260970752,6.078949175,5.912519026,6.016126265,6.022629976,6.324806261,6.347537167
2332,YHL003C,chrVIII,4.725715443,4.725715443,5.725715443,3.725715443,4.802586542,0.076871099,5.044413959,4.920212965,4.984101923,4.296519189,4.792749497,4.992135075,5.084044134,5.095674087,4.802586542,4.983106239,4.851095704,4.638253564,5.309820426,5.387625563,5.065663564,4.725715443
2333,YHL004W,chrVIII,5.527954028,5.527954028,6.527954028,4.527954028,5.702503051,0.174549023,5.41024424,5.445915405,5.369504766,5.28317841,5.46639721,5.387280376,5.087130182,5.291226859,5.702503051,5.520804829,5.665390104,5.102465084,5.599981901,5.043472677,5.630593247,5.527954028
2334,YHL006C,chrVIII,4.225431094,4.225431094,5.225431094,3.225431094,4.079197225,-0.146233869,4.068640536,4.057480942,4.045548472,4.109914309,3.868093383,4.028843963,3.942126152,4.091899178,4.079197225,4.137968039,3.897598565,3.864992201,4.122176992,4.095793445,4.050186975,4.225431094
2335,YHL006W-A,chrVIII,1.923635998,1.923635998,2.923635998,0.923635998,2.285810804,0.362174806,2.174844285,2.079350798,2.141633637,1.831713171,2.089063829,1.847576046,2.065086716,2.169466582,2.285810804,2.431142632,2.08349795,2.065839172,2.483350857,1.66581031,2.397618033,1.923635998
2336,YHL007C,chrVIII,5.615819604,5.615819604,6.615819604,4.615819604,5.317419327,-0.298400277,5.283445485,5.310590596,5.236299413,5.221358249,5.252146599,5.418831924,4.716587084,5.284710838,5.317419327,5.246832842,5.341372997,4.770189931,5.188891488,5.99328562,5.171924884,5.615819604
2337,YHL008C,chrVIII,2.846157227,2.846157227,3.846157227,1.846157227,2.218090473,-0.628066754,1.961483436,2.040456156,2.051897252,1.904083437,2.410118812,1.714324432,1.562491615,1.72894264,2.218090473,2.32049382,2.571419025,1.452103025,2.230559631,0.982155035,2.227768381,2.846157227
2338,YHL009C,chrVIII,4.405473252,4.405473252,5.405473252,3.405473252,4.257863601,-0.147609651,4.279199093,4.253833441,4.214296495,4.69502509,4.099731129,4.111177694,3.88001783,4.217579744,4.257863601,4.256150996,4.152176986,3.786363025,4.375784168,4.53333631,4.372857206,4.405473252
2339,YHL010C,chrVIII,4.775873857,4.775873857,5.775873857,3.775873857,4.707637827,-0.06823603,4.444590727,4.444278306,4.480183586,3.896941484,4.710415171,4.319365227,4.16002592,4.201347691,4.707637827,4.693480973,4.846530094,3.864441445,4.591690764,4.11751315,4.834040682,4.775873857
2340,YHL011C,chrVIII,6.973587677,6.973587677,7.973587677,5.973587677,6.872996303,-0.100591374,6.978135908,6.952806964,6.980098662,6.679360734,6.554149376,6.963917556,6.640196578,7.207125982,6.872996303,6.877601737,6.659906705,6.498847433,7.360137216,7.782475558,6.786654113,6.973587677
2341,YHL012W,chrVIII,3.834110056,3.834110056,4.834110056,2.834110056,3.896679852,0.062569796,3.995145826,4.12494357,4.107652018,4.229169822,3.968905582,3.809260041,4.040496993,3.982460558,3.896679852,3.898042787,3.902234882,4.096005051,4.134111663,3.616707984,4.110183928,3.834110056
2342,YHL013C,chrVIII,3.492475689,3.492475689,4.492475689,2.492475689,3.80198066,0.30950497,4.062107203,3.93346632,3.917835981,4.090450961,3.657717571,3.835335021,3.796086888,4.178016173,3.80198066,3.906842728,3.804045848,3.591198374,4.271826836,4.631763088,4.278821524,3.492475689
2343,YHL014C,chrVIII,5.178688797,5.178688797,6.178688797,4.178688797,4.953319182,-0.225369615,4.793447385,4.823653733,4.777009977,4.92631574,4.393245803,4.598745766,4.285897503,4.706456343,4.953319182,4.9448064,4.721948043,4.196964362,5.172550756,4.590615045,5.022269987,5.178688797
2344,YHL015W,chrVIII,8.243646732,8.243646732,9.243646732,7.243646732,8.032045957,-0.211600775,8.067258443,8.054995831,8.224938438,6.300929952,8.066612768,8.132005371,8.229981476,8.431422574,8.032045957,7.914161886,8.075238994,8.148351923,8.236468751,9.042880731,7.411283309,8.243646732
2345,YHL015W-A,chrVIII,2.226445665,2.226445665,3.226445665,1.226445665,1.919405338,-0.307040327,2.082349509,2.147087218,2.229436296,3.085231917,1.79304022,2.38968882,2.129927484,2.026071401,1.919405338,2.16625735,1.675257832,2.029241856,1.92152085,1.975381409,2.244224133,2.226445665
2346,YHL016C,chrVIII,4.571886474,4.571886474,5.571886474,3.571886474,4.695663546,0.123777073,4.756454343,4.82353002,4.759983355,5.102993148,5.105094952,4.68181065,4.726712202,4.717754901,4.695663546,4.734401719,4.951813901,4.970857082,4.795741195,4.521008407,4.974720002,4.571886474
2347,YHL017W,chrVIII,4.995990893,4.995990893,5.995990893,3.995990893,4.93937263,-0.056618263,4.988353233,4.903490551,4.988127544,4.636384454,4.660995565,4.805892442,4.845221001,5.023338893,4.93937263,4.993003458,4.842214976,4.405199146,5.128831076,5.625658195,5.181202761,4.995990893
2348,YHL019C,chrVIII,3.732754754,3.732754754,4.732754754,2.732754754,4.089996115,0.357241361,4.014716114,3.880559664,3.904217904,4.386614533,3.771664716,3.826293639,3.74333727,3.931500694,4.089996115,3.948571734,3.698751074,3.714057639,3.802436179,4.840320297,4.230070487,3.732754754
2349,YHL020C,chrVIII,5.536891112,5.536891112,6.536891112,4.536891112,5.859722316,0.322831204,5.823441777,5.663611152,5.746987857,5.93862691,5.632399353,5.375418848,5.479204424,5.69777215,5.859722316,5.945172686,5.672298231,5.51126227,5.87770678,6.058046112,6.007897097,5.536891112
2350,YHL021C,chrVIII,7.055358171,7.055358171,8.055358171,6.055358171,7.776753547,0.721395376,7.482894547,7.323045552,7.424152302,8.285916945,7.17375096,7.165830797,7.468599118,7.442588358,7.776753547,7.449637646,7.090236409,7.569994645,6.946386677,8.429159472,7.481131869,7.055358171
2351,YHL022C,chrVIII,2.408056617,2.408056617,3.408056617,1.408056617,2.566042454,0.157985837,2.474219236,2.42952763,2.466546134,1.815184944,2.539264432,2.238309494,2.467805768,2.269047123,2.566042454,2.67985406,2.542907742,2.219231785,2.799962218,2.272988267,2.770432236,2.408056617
2352,YHL023C,chrVIII,5.353759686,5.353759686,6.353759686,4.353759686,4.95515629,-0.398603396,5.19083566,5.200856134,5.217710483,5.22461389,5.175877567,5.155538359,4.958450866,5.264392465,4.95515629,5.043544551,5.02499434,4.884768334,5.243170942,5.777225757,5.226368451,5.353759686
2353,YHL024W,chrVIII,6.057874306,6.057874306,7.057874306,5.057874306,5.815762216,-0.24211209,5.791764613,5.912424526,5.897632743,5.950110398,6.024200628,5.963433294,5.800567307,5.727914331,5.815762216,5.781759262,5.832345757,5.818007112,5.73994542,5.536589254,5.809472789,6.057874306
2354,YHL025W,chrVIII,7.535370509,7.535370509,8.535370509,6.535370509,7.271182273,-0.264188236,7.038881966,7.049796257,7.09497338,6.980453444,6.876780233,6.95999303,6.833115478,6.866358524,7.271182273,7.290975531,7.059965343,6.651043215,7.217053192,6.405910665,7.193459563,7.535370509
2355,YHL026C,chrVIII,4.741412257,4.741412257,5.741412257,3.741412257,4.356816898,-0.38459536,4.282249645,4.35074679,4.388273844,4.157292265,4.287040687,4.314340593,3.797804764,4.284566736,4.356816898,4.355010341,4.465699683,3.710810358,4.683376436,4.613506204,4.552845748,4.741412257
2356,YHL027W,chrVIII,6.792280239,6.792280239,7.792280239,5.792280239,6.793199938,0.000919699,6.773406762,6.742290383,6.8155506,7.033495642,6.795270107,6.892570194,6.809019805,6.766470547,6.793199938,6.739100206,6.679965048,6.770457153,6.540343882,7.17019993,6.683208401,6.792280239
2357,YHL028W,chrVIII,4.356863834,4.356863834,5.356863834,3.356863834,4.266392308,-0.090471526,4.120873895,4.192124211,4.192719053,3.652056903,4.243068857,4.122223404,4.003270586,3.932291826,4.266392308,4.387568918,4.27389047,4.320042107,4.599292137,2.979692711,4.715331536,4.356863834
2358,YHL029C,chrVIII,5.41508155,5.41508155,6.41508155,4.41508155,5.276876129,-0.138205422,5.31238815,5.314110329,5.293535502,4.718516157,5.036954507,5.472313574,5.069470679,5.316854363,5.276876129,5.401354561,5.070237097,4.863878024,5.639080251,5.448107746,5.469719986,5.41508155
2359,YHL030W,chrVIII,4.486447492,4.486447492,5.486447492,3.486447492,4.598157322,0.11170983,4.525091484,4.641973751,4.507031853,5.097918095,4.75749497,4.58040222,4.206453115,4.717059156,4.598157322,4.355165206,4.575610845,4.51540333,4.355071836,5.439057787,4.534897871,4.486447492
2360,YHL031C,chrVIII,4.220495529,4.220495529,5.220495529,3.220495529,3.842949107,-0.377546422,3.891678333,3.90993173,4.029315088,3.928994722,3.879676783,3.766164112,3.845126113,3.897475385,3.842949107,3.934782128,3.865696689,3.811658017,3.958014937,3.863253651,3.969727174,4.220495529
2361,YHL032C,chrVIII,8.174087073,8.174087073,9.174087073,7.174087073,7.917359754,-0.256727319,7.651034814,7.787845882,7.819495646,7.793661726,8.295581743,7.907096168,7.63168539,7.42008831,7.917359754,7.694467961,7.988065916,7.835894791,7.24320243,7.263367821,7.584113065,8.174087073
2362,YHL033C,chrVIII,6.84039227,6.84039227,7.84039227,5.84039227,6.560799599,-0.279592671,6.505216534,6.614521672,6.78150656,4.194434783,6.406415463,6.961930164,6.777441608,6.961023664,6.560799599,6.345968685,6.339739565,6.536718585,7.007997283,7.10943815,5.674639822,6.84039227
2363,YHL034C,chrVIII,7.205694751,7.205694751,8.205694751,6.205694751,7.382455117,0.176760366,7.360335888,7.211134919,7.350287236,7.535593994,7.251868901,7.292392356,7.45609834,7.352434237,7.382455117,7.33323793,7.092334337,7.4109038,6.889649032,8.086631994,7.397605145,7.205694751
2364,YHL034W-A,chrVIII,3.286541228,3.286541228,4.286541228,2.286541228,3.232169414,-0.054371814,3.313414051,3.259697238,3.38395803,3.075392309,3.867944419,2.975347084,3.485682391,3.312385571,3.232169414,3.221058757,3.816804186,3.593899567,3.048710518,3.609201702,3.225069883,3.286541228
2365,YHL035C,chrVIII,6.247749897,6.247749897,7.247749897,5.247749897,6.17703551,-0.070714387,5.845347713,5.862636338,5.928938329,5.588509253,6.14476788,5.689611875,5.5588715,5.582196093,6.17703551,6.127051513,6.323409069,5.468495353,5.814306134,5.74704602,6.209935436,6.247749897
2366,YHL036W,chrVIII,6.246141324,6.246141324,7.246141324,5.246141324,6.500889196,0.254747872,6.692639591,6.539999304,6.532115004,7.598698358,6.706601674,6.285678168,6.607689339,6.826061935,6.500889196,6.561847076,6.560640096,6.426602301,6.214772593,8.506396441,6.716521356,6.246141324
2367,YHL038C,chrVIII,4.577132448,4.577132448,5.577132448,3.577132448,4.755664354,0.178531907,4.731817215,4.697926395,4.717953057,5.126827393,4.497648533,4.557563004,4.487750882,4.74030335,4.755664354,4.665609683,4.531791212,4.406951077,4.728749752,5.459557676,4.922350514,4.577132448
2368,YHL039W,chrVIII,6.054979274,6.054979274,7.054979274,5.054979274,6.130303775,0.0753245,6.039187932,5.978946068,5.980281652,6.189043663,5.879234503,5.873958895,5.672904083,5.86131434,6.130303775,6.116433802,5.962385469,5.465550782,6.139933724,6.055114403,6.226413334,6.054979274
2369,YHL040C,chrVIII,7.229090325,7.229090325,8.229090325,6.229090325,7.106035917,-0.123054409,6.848040473,6.883958362,6.834647897,7.377287898,6.638697885,6.589650169,6.21569566,6.788892823,7.106035917,6.884473008,6.658276235,6.48156126,6.508245097,7.778548248,6.82833452,7.229090325
2370,YHL042W,chrVIII,3.994089061,3.994089061,4.994089061,2.994089061,4.044814421,0.05072536,4.069598356,4.025870724,3.984868757,3.709520394,3.9021867,3.622458474,3.739836598,4.106561417,4.044814421,4.110227389,4.040507564,3.776917217,4.293777147,4.424687422,4.161467493,3.994089061
2371,YHL043W,chrVIII,5.025770994,5.025770994,6.025770994,4.025770994,4.99233918,-0.033431815,5.04030587,5.025246946,5.045949586,5.336766745,4.929268161,4.834003814,4.807932967,5.004939327,4.99233918,5.036676395,4.804185584,4.767656814,5.104725884,5.318870458,5.179573918,5.025770994
2372,YHL044W,chrVIII,4.868965896,4.868965896,5.868965896,3.868965896,4.79520744,-0.073758456,4.727275766,4.62608348,4.679431995,4.563910641,4.339225097,4.471475175,4.345993408,4.432582694,4.79520744,4.984382149,4.575589182,4.076244235,4.956822435,4.177302547,5.125745413,4.868965896
2373,YHL047C,chrVIII,6.41285868,6.41285868,7.41285868,5.41285868,6.4290198,0.01616112,5.970092344,5.929117381,6.023352562,6.149837513,5.763174436,5.386714508,5.16258962,5.69403274,6.4290198,6.116181922,5.988090133,4.938478174,5.96030552,6.499786274,6.042247405,6.41285868
2374,YHL048W,chrVIII,6.628872644,6.628872644,7.628872644,5.628872644,6.096325663,-0.532546981,6.653864735,6.796167918,6.900759059,5.986317514,6.321789782,6.691764726,6.899691946,6.963327361,6.096325663,6.162666466,5.567847688,6.710677947,7.139913918,7.162489308,5.476123338,6.628872644
2375,YHL050C,chrVIII,2.725101213,2.725101213,3.725101213,1.725101213,2.416656276,-0.308444936,2.511853935,2.503776525,2.674156931,2.445221622,2.400055188,2.477955879,1.993656891,2.475482666,2.416656276,2.265287953,2.210920596,1.849278856,2.400943144,3.319923069,1.979341267,2.725101213
2376,YHR001W,chrVIII,6.118094318,6.118094318,7.118094318,5.118094318,6.104004513,-0.014089805,6.173417234,6.141737758,6.140324087,6.129021088,6.121593532,6.06961319,5.976975557,6.060585385,6.104004513,6.298328936,6.274963632,5.883362965,6.269783554,6.072185733,6.329327225,6.118094318
2377,YHR001W-A,chrVIII,10.55182766,10.55182766,11.55182766,9.551827659,9.9653951,-0.58643256,9.971124722,10.16714996,10.0610709,9.938371309,10.28457351,10.24479341,10.33442804,9.737934852,9.9653951,10.18519833,10.28232808,10.45265762,10.16932417,8.143969421,9.961042425,10.55182766
2378,YHR002W,chrVIII,5.952384092,5.952384092,6.952384092,4.952384092,5.820948947,-0.131435146,5.732758718,5.730476054,5.794338215,5.676898065,5.659417873,5.77749164,5.723018526,5.563435623,5.820948947,5.988434667,5.816283543,5.423257738,5.94346081,4.956001351,5.951035233,5.952384092
2379,YHR003C,chrVIII,5.245641674,5.245641674,6.245641674,4.245641674,5.563395116,0.317753442,5.687739494,5.620798801,5.586629261,5.4709328,5.605924335,5.645717583,5.456426426,5.749019213,5.563395116,5.670685759,5.654701611,5.567146434,5.922309854,5.924413562,5.768439126,5.245641674
2380,YHR004C,chrVIII,5.880355959,5.880355959,6.880355959,4.880355959,5.772002292,-0.108353667,5.847943509,5.712114096,5.813083963,5.752920029,5.588494611,5.847922884,5.777925784,5.758668176,5.772002292,5.964034008,5.734030623,5.68847169,5.728197846,6.026351642,5.983381583,5.880355959
2381,YHR005C,chrVIII,3.919777571,3.919777571,4.919777571,2.919777571,3.941548538,0.021770967,3.954652391,3.920958427,3.987765976,3.928228605,3.579125527,3.84986386,3.782090538,3.821217716,3.941548538,4.058061009,3.774078463,3.787698765,4.100901943,3.485442137,4.248703002,3.919777571
2382,YHR005C-A,chrVIII,6.858845099,6.858845099,7.858845099,5.858845099,6.717431542,-0.141413557,6.745354343,6.725628012,6.481168764,5.570638434,6.827715188,6.460432436,6.477215327,6.400325555,6.717431542,6.881437363,7.188207785,6.358759457,6.928819527,5.585892,6.673643462,6.858845099
2383,YHR006W,chrVIII,6.893284601,6.893284601,7.893284601,5.893284601,6.982860533,0.089575932,7.014934739,6.987602063,6.996569171,7.365065575,6.898524203,6.937870832,6.962253894,6.930431749,6.982860533,7.05795168,6.793293478,6.892597073,7.017019612,7.027125331,7.1300271,6.893284601
2384,YHR007C,chrVIII,7.990475903,7.990475903,8.990475903,6.990475903,7.991909284,0.00143338,7.96589506,7.974938221,7.927373922,7.393455566,7.98571896,7.998914554,7.616685377,8.061392137,7.991909284,8.044080339,8.13136746,7.694914657,8.302802142,8.501033967,8.077373076,7.990475903
